NOTE  60 1.0 beat1
    0.0   mnote 3 102 ""0.0.333"" 16
    0.073619634   mnote 62 110 ""0.0.857"" 2
    0.38036808   mnote 58 55 ""0.0.100"" 1
    0.0   mnote 54 55 ""0.0.100"" 1
    0.0   mnote 63 55 ""0.0.100"" 1
    0.0   mnote 60 55 ""0.0.100"" 1
    0.24846626   mnote 63 110 ""0.0.155"" 2
NOTE  60 1.0 beat54
    0.0   mnote 12 100 ""0.0.74"" 16
    0.116564416   mnote 60 51 ""0.0.334"" 1
    0.0   mnote 56 51 ""0.0.334"" 1
    0.0   mnote 65 51 ""0.0.334"" 1
    0.0   mnote 63 51 ""0.0.334"" 1
    0.0   mnote 41 94 ""0.0.305"" 1
    0.036809817   mnote 2 102 ""0.0.589"" 15
    0.0   mnote 2 102 ""0.0.333"" 16
    0.012269938   mnote 53 55 ""0.0.312"" 1
    0.17177914   mnote 62 85 ""0.0.5177"" 2
NOTE  60 1.0 beat55
    0.0   mnote 12 100 ""0.0.74"" 16
    0.055214726   mnote 60 127 ""0.0.353"" 2
    0.05214724   mnote 29 97 ""0.0.261"" 1
    0.04601227   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.44785276   mnote 60 59 ""0.0.96"" 1
    0.0   mnote 56 59 ""0.0.96"" 1
    0.0   mnote 65 59 ""0.0.96"" 1
    0.0   mnote 63 59 ""0.0.96"" 1
    0.3220859   mnote 59 97 ""0.0.308"" 2
NOTE  60 1.0 beat56
    0.0   mnote 12 100 ""0.0.74"" 16
    0.12269939   mnote 36 90 ""0.0.283"" 1
    0.030674847   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.45092025   mnote 48 55 ""0.0.100"" 1
NOTE  60 1.0 beat57
    0.0   mnote 12 100 ""0.0.74"" 16
    0.11042945   mnote 56 55 ""0.0.107"" 1
    0.0   mnote 37 82 ""0.0.431"" 1
    0.006134969   mnote 37 67 ""0.0.461"" 1
    0.036809817   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.42331287   mnote 61 61 ""0.0.224"" 1
    0.16564417   mnote 59 100 ""0.0.122"" 2
    0.18404909   mnote 54 101 ""0.0.122"" 2
NOTE  60 1.0 beat58
    0.0   mnote 12 100 ""0.0.74"" 16
    0.10429448   mnote 61 55 ""0.0.334"" 1
    0.0   mnote 58 55 ""0.0.334"" 1
    0.0   mnote 55 55 ""0.0.334"" 1
    0.0   mnote 63 55 ""0.0.334"" 1
    0.0   mnote 39 87 ""0.0.324"" 1
    0.015337423   mnote 51 55 ""0.0.327"" 1
    0.03374233   mnote 1 102 ""0.0.589"" 15
    0.0   mnote 1 102 ""0.0.333"" 16
    0.027607363   mnote 50 83 ""0.0.261"" 2
    0.69018406   mnote 52 110 ""0.0.115"" 2
NOTE  60 1.0 beat59
    0.0   mnote 12 100 ""0.0.74"" 16
    0.11349693   mnote 39 87 ""0.0.433"" 1
    0.0398773   mnote 3 102 ""0.0.589"" 15
    0.0   mnote 3 102 ""0.0.333"" 16
    0.08588957   mnote 54 92 ""0.0.268"" 2
NOTE  60 1.0 beat60
    0.0   mnote 12 100 ""0.0.74"" 16
    0.107361965   mnote 39 94 ""0.0.448"" 1
    0.04601227   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.030674847   mnote 52 95 ""0.0.277"" 2
    0.595092   mnote 50 101 ""0.0.261"" 2
    0.015337423   mnote 48 95 ""0.0.60"" 2
NOTE  60 1.0 beat61
    0.0   mnote 12 100 ""0.0.74"" 16
    0.08588957   mnote 39 87 ""0.0.433"" 1
    0.06748466   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
NOTE  60 1.0 beat62
    0.0   mnote 12 100 ""0.0.74"" 16
    0.07055215   mnote 55 55 ""0.0.449"" 1
    0.0   mnote 64 55 ""0.0.449"" 1
    0.0   mnote 59 55 ""0.0.449"" 1
    0.0   mnote 28 105 ""0.0.241"" 1
    0.021472393   mnote 52 55 ""0.0.437"" 1
    0.061349694   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.5398773   mnote 28 74 ""0.0.141"" 1
    0.08588957   mnote 52 106 ""0.0.100"" 2
NOTE  60 1.0 beat63
    0.0   mnote 12 100 ""0.0.74"" 16
    0.07055215   mnote 39 87 ""0.0.433"" 1
    0.012269938   mnote 55 100 ""0.0.122"" 2
    0.07055215   mnote 4 101 ""0.0.589"" 15
    0.0   mnote 4 101 ""0.0.333"" 16
    0.18404909   mnote 59 111 ""0.0.100"" 2
    0.36503068   mnote 62 106 ""0.0.626"" 2
NOTE  60 1.0 beat64
    0.0   mnote 12 100 ""0.0.74"" 16
    0.06748466   mnote 62 114 ""0.0.1830"" 2
    0.009202454   mnote 53 55 ""0.0.337"" 1
    0.0   mnote 62 55 ""0.0.337"" 1
    0.0   mnote 58 55 ""0.0.337"" 1
    0.0   mnote 67 55 ""0.0.337"" 1
    0.0   mnote 31 105 ""0.0.181"" 1
    0.018404909   mnote 43 55 ""0.0.328"" 1
    0.058282208   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.39570552   mnote 31 74 ""0.0.106"" 1
    0.3006135   mnote 60 127 ""0.0.1"" 2
NOTE  60 1.0 beat65
    0.0   mnote 12 100 ""0.0.74"" 16
    0.07668712   mnote 39 87 ""0.0.433"" 1
    0.07668712   mnote 7 101 ""0.0.589"" 15
    0.0   mnote 7 101 ""0.0.333"" 16
    0.38343558   mnote 62 98 ""0.0.8438"" 2
NOTE  60 1.0 beat66
    0.0   mnote 12 100 ""0.0.74"" 16
    0.07668712   mnote 55 55 ""0.0.735"" 1
    0.0   mnote 64 55 ""0.0.735"" 1
    0.0   mnote 59 55 ""0.0.735"" 1
    0.0   mnote 28 105 ""0.0.241"" 1
    0.021472393   mnote 52 55 ""0.0.626"" 1
    0.055214726   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.07055215   mnote 60 125 ""0.0.299"" 2
    0.4754601   mnote 28 74 ""0.0.141"" 1
NOTE  60 1.0 beat67
    0.0   mnote 12 100 ""0.0.74"" 16
    0.07055215   mnote 40 93 ""0.0.411"" 1
    0.082822085   mnote 4 101 ""0.0.589"" 15
    0.0   mnote 4 101 ""0.0.333"" 16
    0.061349694   mnote 72 85 ""0.0.239"" 2
NOTE  60 1.0 beat68
    0.0   mnote 12 100 ""0.0.74"" 16
    0.006134969   mnote 74 105 ""0.0.168"" 2
    0.073619634   mnote 56 65 ""0.0.309"" 1
    0.0   mnote 65 65 ""0.0.309"" 1
    0.0   mnote 72 65 ""0.0.309"" 1
    0.0   mnote 41 87 ""0.0.336"" 1
    0.021472393   mnote 53 55 ""0.0.299"" 1
    0.05214724   mnote 4 101 ""0.0.589"" 15
    0.0   mnote 4 101 ""0.0.333"" 16
    0.09202454   mnote 75 45 ""0.0.476"" 2
    0.48466256   mnote 60 48 ""0.0.141"" 1
NOTE  60 1.0 beat69
    0.0   mnote 12 100 ""0.0.74"" 16
    0.08588957   mnote 41 94 ""0.0.448"" 1
    0.05214724   mnote 68 55 ""0.0.292"" 1
    0.015337423   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.19631902   mnote 74 98 ""0.0.321"" 2
    0.38957056   mnote 65 52 ""0.0.59"" 1
NOTE  60 1.0 beat70
    0.0   mnote 12 100 ""0.0.74"" 16
    0.036809817   mnote 72 92 ""0.0.499"" 2
    0.049079754   mnote 57 55 ""0.0.448"" 1
    0.0   mnote 66 55 ""0.0.448"" 1
    0.0   mnote 73 55 ""0.0.448"" 1
    0.0   mnote 42 105 ""0.0.241"" 1
    0.021472393   mnote 42 55 ""0.0.437"" 1
    0.04601227   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.5766871   mnote 42 74 ""0.0.141"" 1
NOTE  60 1.0 beat71
    0.0   mnote 12 100 ""0.0.74"" 16
    0.10122699   mnote 60 55 ""0.0.334"" 1
    0.0   mnote 57 55 ""0.0.334"" 1
    0.0   mnote 54 55 ""0.0.334"" 1
    0.0   mnote 62 55 ""0.0.334"" 1
    0.0   mnote 38 87 ""0.0.324"" 1
    0.015337423   mnote 50 55 ""0.0.327"" 1
    0.036809817   mnote 6 101 ""0.0.589"" 15
    0.0   mnote 6 101 ""0.0.333"" 16
    0.07055215   mnote 74 100 ""0.0.308"" 2
    0.75153375   mnote 71 88 ""0.0.789"" 2
NOTE  60 1.0 beat72
    0.0   mnote 12 100 ""0.0.74"" 16
    0.10429448   mnote 56 55 ""0.0.448"" 1
    0.0   mnote 65 55 ""0.0.448"" 1
    0.0   mnote 72 55 ""0.0.448"" 1
    0.0   mnote 41 105 ""0.0.241"" 1
    0.021472393   mnote 41 55 ""0.0.437"" 1
    0.027607363   mnote 2 102 ""0.0.589"" 15
    0.0   mnote 2 102 ""0.0.333"" 16
    0.5766871   mnote 41 74 ""0.0.141"" 1
NOTE  60 1.0 beat73
    0.0   mnote 12 100 ""0.0.74"" 16
    0.09815951   mnote 56 55 ""0.0.448"" 1
    0.0   mnote 65 55 ""0.0.448"" 1
    0.0   mnote 72 55 ""0.0.448"" 1
    0.0   mnote 41 105 ""0.0.241"" 1
    0.021472393   mnote 41 55 ""0.0.437"" 1
    0.03374233   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.5889571   mnote 41 74 ""0.0.141"" 1
    0.17791412   mnote 66 117 ""0.0.138"" 2
NOTE  60 1.0 beat74
    0.0   mnote 12 100 ""0.0.74"" 16
    0.11349693   mnote 61 55 ""0.0.334"" 1
    0.0   mnote 58 55 ""0.0.334"" 1
    0.0   mnote 55 55 ""0.0.334"" 1
    0.0   mnote 63 55 ""0.0.334"" 1
    0.0   mnote 39 87 ""0.0.324"" 1
    0.015337423   mnote 51 55 ""0.0.327"" 1
    0.024539877   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.18098159   mnote 62 64 ""0.0.2262"" 2
    0.61042947   mnote 59 89 ""0.0.91"" 2
NOTE  60 1.0 beat75
    0.0   mnote 12 100 ""0.0.74"" 16
    0.12269939   mnote 39 87 ""0.0.433"" 1
    0.030674847   mnote 3 102 ""0.0.589"" 15
    0.0   mnote 3 102 ""0.0.333"" 16
    0.061349694   mnote 64 110 ""0.0.239"" 2
    0.61349696   mnote 66 117 ""0.0.230"" 2
NOTE  60 1.0 beat76
    0.0   mnote 12 100 ""0.0.74"" 16
    0.10122699   mnote 39 94 ""0.0.448"" 1
    0.05214724   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.08895706   mnote 62 85 ""0.0.7957"" 2
NOTE  60 1.0 beat77
    0.0   mnote 12 100 ""0.0.74"" 16
    0.08895706   mnote 53 55 ""0.0.337"" 1
    0.0   mnote 62 55 ""0.0.337"" 1
    0.0   mnote 58 55 ""0.0.337"" 1
    0.0   mnote 67 55 ""0.0.337"" 1
    0.0   mnote 31 105 ""0.0.181"" 1
    0.018404909   mnote 43 55 ""0.0.328"" 1
    0.04601227   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.40797547   mnote 31 74 ""0.0.106"" 1
    0.1380368   mnote 50 118 ""0.0.131"" 2
NOTE  60 1.0 beat78
    0.0   mnote 12 100 ""0.0.74"" 16
    0.08588957   mnote 39 87 ""0.0.433"" 1
    0.061349694   mnote 52 103 ""0.0.208"" 2
    0.006134969   mnote 7 101 ""0.0.589"" 15
    0.0   mnote 7 101 ""0.0.333"" 16
    0.506135   mnote 54 95 ""0.0.122"" 2
NOTE  60 1.0 beat79
    0.0   mnote 12 100 ""0.0.74"" 16
    0.058282208   mnote 55 103 ""0.0.253"" 2
    0.036809817   mnote 39 94 ""0.0.448"" 1
    0.058282208   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.5736196   mnote 57 101 ""0.0.107"" 2
NOTE  60 1.0 beat80
    0.0   mnote 12 100 ""0.0.74"" 16
    0.0398773   mnote 59 123 ""0.0.230"" 2
    0.06748466   mnote 39 87 ""0.0.433"" 1
    0.04601227   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.398773   mnote 60 127 ""0.0.208"" 2
    0.303681   mnote 59 106 ""0.0.138"" 2
NOTE  60 1.0 beat81
    0.0   mnote 12 100 ""0.0.74"" 16
    0.08588957   mnote 41 91 ""0.0.671"" 1
    0.058282208   mnote 57 101 ""0.0.213"" 2
    0.009202454   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.5766871   mnote 56 108 ""0.0.130"" 2
NOTE  60 1.0 beat82
    0.0   mnote 12 100 ""0.0.74"" 16
    0.15337424   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.03374233   mnote 57 88 ""0.0.199"" 2
    0.35889572   mnote 36 76 ""0.0.80"" 1
    0.19018404   mnote 59 121 ""0.0.153"" 2
NOTE  60 1.0 beat83
    0.0   mnote 12 100 ""0.0.74"" 16
    0.082822085   mnote 57 55 ""0.0.448"" 1
    0.0   mnote 66 55 ""0.0.448"" 1
    0.0   mnote 73 55 ""0.0.448"" 1
    0.0   mnote 42 105 ""0.0.241"" 1
    0.021472393   mnote 42 55 ""0.0.437"" 1
    0.012269938   mnote 60 127 ""0.0.168"" 2
    0.036809817   mnote 5 101 ""0.0.589"" 15
    0.0   mnote 5 101 ""0.0.333"" 16
    0.5030675   mnote 62 110 ""0.0.2085"" 2
    0.05214724   mnote 42 74 ""0.0.141"" 1
NOTE  60 1.0 beat84
    0.0   mnote 12 100 ""0.0.74"" 16
    0.073619634   mnote 53 55 ""0.0.337"" 1
    0.0   mnote 62 55 ""0.0.337"" 1
    0.0   mnote 58 55 ""0.0.337"" 1
    0.0   mnote 67 55 ""0.0.337"" 1
    0.0   mnote 31 105 ""0.0.181"" 1
    0.018404909   mnote 43 55 ""0.0.328"" 1
    0.0   mnote 63 105 ""0.0.253"" 2
    0.061349694   mnote 6 101 ""0.0.589"" 15
    0.0   mnote 6 101 ""0.0.333"" 16
    0.39263803   mnote 31 74 ""0.0.106"" 1
    0.17791412   mnote 63 92 ""0.0.191"" 2
NOTE  60 1.0 beat85
    0.0   mnote 12 100 ""0.0.74"" 16
    0.07055215   mnote 62 55 ""0.0.334"" 1
    0.0   mnote 59 55 ""0.0.334"" 1
    0.0   mnote 56 55 ""0.0.334"" 1
    0.0   mnote 64 55 ""0.0.334"" 1
    0.0   mnote 40 87 ""0.0.324"" 1
    0.015337423   mnote 52 55 ""0.0.327"" 1
    0.0   mnote 62 89 ""0.0.1908"" 2
    0.06748466   mnote 7 101 ""0.0.589"" 15
    0.0   mnote 7 101 ""0.0.333"" 16
    0.47239265   mnote 63 106 ""0.0.100"" 2
    0.1411043   mnote 64 97 ""0.0.38"" 2
NOTE  60 1.0 beat86
    0.0   mnote 62 113 ""0.0.492"" 2
    0.0   mnote 12 100 ""0.0.74"" 16
    0.082822085   mnote 38 94 ""0.0.334"" 1
    0.07055215   mnote 4 102 ""0.0.589"" 15
    0.0   mnote 4 102 ""0.0.333"" 16
    0.15030675   mnote 63 105 ""0.0.184"" 2
    0.3220859   mnote 62 101 ""0.0.40797"" 2
    0.12269939   mnote 66 118 ""0.0.208"" 2
NOTE  60 1.0 beat87
    0.0   mnote 12 100 ""0.0.74"" 16
    0.058282208   mnote 64 55 ""0.0.334"" 1
    0.0   mnote 61 55 ""0.0.334"" 1
    0.0   mnote 58 55 ""0.0.334"" 1
    0.0   mnote 66 55 ""0.0.334"" 1
    0.0   mnote 42 87 ""0.0.324"" 1
    0.015337423   mnote 54 55 ""0.0.327"" 1
    0.0797546   mnote 4 102 ""0.0.589"" 15
    0.0   mnote 4 102 ""0.0.333"" 16
    0.31288344   mnote 64 105 ""0.0.224"" 2
NOTE  60 1.0 beat88
    0.0   mnote 12 100 ""0.0.74"" 16
    0.049079754   mnote 63 68 ""0.0.322"" 2
    0.012269938   mnote 54 55 ""0.0.446"" 1
    0.0   mnote 63 55 ""0.0.446"" 1
    0.0   mnote 59 55 ""0.0.446"" 1
    0.0   mnote 68 55 ""0.0.446"" 1
    0.0   mnote 44 79 ""0.0.446"" 1
    0.006134969   mnote 56 59 ""0.0.442"" 1
    0.08588957   mnote 6 102 ""0.0.589"" 15
    0.0   mnote 6 102 ""0.0.333"" 16
    0.6196319   mnote 64 108 ""0.0.221"" 2
NOTE  60 1.0 beat89
    0.0   mnote 12 100 ""0.0.74"" 16
    0.0797546   mnote 61 55 ""0.0.1247"" 1
    0.0   mnote 58 55 ""0.0.1247"" 1
    0.0   mnote 54 55 ""0.0.1247"" 1
    0.0   mnote 63 55 ""0.0.1247"" 1
    0.0   mnote 39 94 ""0.0.396"" 1
    0.024539877   mnote 51 55 ""0.0.1327"" 1
    0.049079754   mnote 8 101 ""0.0.589"" 15
    0.0   mnote 8 101 ""0.0.333"" 16
    0.35276073   mnote 63 106 ""0.0.222"" 2
    0.43558282   mnote 61 91 ""0.0.122"" 2
NOTE  60 1.0 beat90
    0.0   mnote 12 100 ""0.0.74"" 16
    0.073619634   mnote 51 97 ""0.0.384"" 1
    0.0797546   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.042944786   mnote 63 82 ""0.0.200"" 2
    0.41717792   mnote 61 81 ""0.0.183"" 2
    0.36809817   mnote 60 123 ""0.0.206"" 2
NOTE  60 1.0 beat91
    0.0   mnote 12 100 ""0.0.74"" 16
    0.06748466   mnote 46 90 ""0.0.414"" 1
    0.08588957   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.40184048   mnote 63 118 ""0.0.137"" 2
NOTE  60 1.0 beat92
    0.0   mnote 12 100 ""0.0.74"" 16
    0.006134969   mnote 64 111 ""0.0.215"" 2
    0.05214724   mnote 52 70 ""0.0.239"" 1
    0.012269938   mnote 40 86 ""0.0.209"" 1
    0.082822085   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.398773   mnote 73 55 ""0.0.208"" 1
    0.0   mnote 56 55 ""0.0.208"" 1
    0.0   mnote 66 55 ""0.0.208"" 1
    0.0   mnote 62 55 ""0.0.208"" 1
    0.012269938   mnote 60 127 ""0.0.138"" 2
    0.06748466   mnote 40 82 ""0.0.160"" 1
NOTE  60 1.0 beat93
    0.0   mnote 12 100 ""0.0.74"" 16
    0.0030674846   mnote 58 74 ""0.0.284"" 2
    0.042944786   mnote 58 55 ""0.0.449"" 1
    0.0   mnote 67 55 ""0.0.449"" 1
    0.0   mnote 62 55 ""0.0.449"" 1
    0.0   mnote 31 105 ""0.0.241"" 1
    0.021472393   mnote 55 55 ""0.0.437"" 1
    0.08588957   mnote 4 102 ""0.0.589"" 15
    0.0   mnote 4 102 ""0.0.333"" 16
    0.48773006   mnote 55 76 ""0.0.116"" 2
    0.03374233   mnote 31 74 ""0.0.141"" 1
NOTE  60 1.0 beat94
    0.0   mnote 12 100 ""0.0.74"" 16
    0.012269938   mnote 53 86 ""0.0.277"" 2
    0.03374233   mnote 63 55 ""0.0.334"" 1
    0.0   mnote 60 55 ""0.0.334"" 1
    0.0   mnote 57 55 ""0.0.334"" 1
    0.0   mnote 65 55 ""0.0.334"" 1
    0.0   mnote 41 87 ""0.0.324"" 1
    0.015337423   mnote 53 55 ""0.0.327"" 1
    0.09202454   mnote 7 101 ""0.0.589"" 15
    0.0   mnote 7 101 ""0.0.333"" 16
    0.5153374   mnote 52 63 ""0.0.100"" 2
    0.28834355   mnote 53 110 ""0.0.262"" 2
NOTE  60 1.0 beat95
    0.0   mnote 12 100 ""0.0.74"" 16
    0.030674847   mnote 53 55 ""0.0.446"" 1
    0.0   mnote 62 55 ""0.0.446"" 1
    0.0   mnote 58 55 ""0.0.446"" 1
    0.0   mnote 67 55 ""0.0.446"" 1
    0.0   mnote 43 79 ""0.0.446"" 1
    0.006134969   mnote 55 59 ""0.0.442"" 1
    0.116564416   mnote 5 102 ""0.0.589"" 15
    0.0   mnote 5 102 ""0.0.333"" 16
    0.42944786   mnote 55 105 ""0.0.122"" 2
    0.398773   mnote 56 97 ""0.0.292"" 2
NOTE  60 1.0 beat96
    0.0   mnote 12 100 ""0.0.74"" 16
    0.042944786   mnote 55 55 ""0.0.449"" 1
    0.0   mnote 64 55 ""0.0.449"" 1
    0.0   mnote 59 55 ""0.0.449"" 1
    0.0   mnote 40 92 ""0.0.340"" 1
    0.021472393   mnote 52 55 ""0.0.439"" 1
    0.08895706   mnote 7 101 ""0.0.589"" 15
    0.0   mnote 7 101 ""0.0.333"" 16
    0.46625766   mnote 58 106 ""0.0.208"" 2
    0.10429448   mnote 28 85 ""0.0.115"" 1
    0.09202454   mnote 70 106 ""0.0.115"" 2
NOTE  60 1.0 beat97
    0.0   mnote 12 100 ""0.0.74"" 16
    0.08588957   mnote 65 51 ""0.0.334"" 1
    0.0   mnote 62 51 ""0.0.334"" 1
    0.0   mnote 58 51 ""0.0.334"" 1
    0.0   mnote 69 51 ""0.0.334"" 1
    0.0   mnote 31 94 ""0.0.193"" 1
    0.04601227   mnote 55 55 ""0.0.312"" 1
    0.021472393   mnote 72 110 ""0.0.230"" 2
    0.0   mnote 4 101 ""0.0.589"" 15
    0.0   mnote 4 101 ""0.0.333"" 16
    0.66871167   mnote 72 106 ""0.0.85"" 2
NOTE  60 1.0 beat98
    0.0   mnote 12 100 ""0.0.74"" 16
    0.0797546   mnote 62 55 ""0.0.448"" 1
    0.0   mnote 58 55 ""0.0.448"" 1
    0.0   mnote 55 55 ""0.0.670"" 1
    0.0   mnote 51 55 ""0.0.670"" 1
    0.0   mnote 36 94 ""0.0.396"" 1
    0.021472393   mnote 48 55 ""0.0.757"" 1
    0.05214724   mnote 7 101 ""0.0.589"" 15
    0.0   mnote 7 101 ""0.0.333"" 16
    0.08588957   mnote 73 110 ""0.0.215"" 2
    0.34969324   mnote 75 55 ""0.0.47"" 2
    0.29141104   mnote 73 108 ""0.0.93"" 2
NOTE  60 1.0 beat99
    0.0   mnote 12 100 ""0.0.74"" 16
    0.0797546   mnote 38 97 ""0.0.347"" 1
    0.073619634   mnote 0 101 ""0.0.589"" 15
    0.0   mnote 0 101 ""0.0.333"" 16
    0.061349694   mnote 75 117 ""0.0.224"" 2
    0.5368098   mnote 60 59 ""0.0.131"" 1
    0.0   mnote 55 59 ""0.0.131"" 1
    0.0   mnote 51 59 ""0.0.131"" 1
    0.14417178   mnote 75 106 ""0.0.91"" 2
NOTE  60 1.0 beat100
    0.0   mnote 12 100 ""0.0.74"" 16
    0.08588957   mnote 61 55 ""0.0.448"" 1
    0.0   mnote 57 55 ""0.0.1175"" 1
    0.0   mnote 54 55 ""0.0.448"" 1
    0.0   mnote 50 55 ""0.0.1078"" 1
    0.0   mnote 35 94 ""0.0.396"" 1
    0.021472393   mnote 47 55 ""0.0.437"" 1
    0.04601227   mnote 0 101 ""0.0.589"" 15
    0.0   mnote 0 101 ""0.0.333"" 16
    0.09509202   mnote 77 106 ""0.0.237"" 2
    0.65337426   mnote 77 64 ""0.0.71"" 2
NOTE  60 1.0 beat101
    0.0   mnote 12 100 ""0.0.74"" 16
    0.11349693   mnote 38 87 ""0.0.433"" 1
    0.0398773   mnote 11 101 ""0.0.589"" 15
    0.0   mnote 11 101 ""0.0.333"" 16
    0.15030675   mnote 79 121 ""0.0.175"" 2
    0.607362   mnote 79 114 ""0.0.93"" 2
NOTE  60 1.0 beat102
    0.0   mnote 12 100 ""0.0.74"" 16
    0.107361965   mnote 38 94 ""0.0.448"" 1
    0.04601227   mnote 2 101 ""0.0.589"" 15
    0.0   mnote 2 101 ""0.0.333"" 16
    0.12269939   mnote 80 120 ""0.0.200"" 2
    0.6411043   mnote 80 106 ""0.0.107"" 2
NOTE  60 1.0 beat103
    0.0   mnote 12 100 ""0.0.74"" 16
    0.107361965   mnote 56 51 ""0.0.339"" 1
    0.0   mnote 53 51 ""0.0.339"" 1
    0.0   mnote 50 51 ""0.0.339"" 1
    0.0   mnote 60 51 ""0.0.339"" 1
    0.0   mnote 34 94 ""0.0.333"" 1
    0.04601227   mnote 46 55 ""0.0.317"" 1
    0.0   mnote 2 101 ""0.0.589"" 15
    0.0   mnote 2 101 ""0.0.333"" 16
    0.116564416   mnote 82 118 ""0.0.253"" 2
    0.70858896   mnote 82 110 ""0.0.106"" 2
NOTE  60 1.0 beat104
    0.0   mnote 12 100 ""0.0.74"" 16
    0.11042945   mnote 58 51 ""0.0.336"" 1
    0.0   mnote 68 51 ""0.0.336"" 1
    0.0   mnote 52 51 ""0.0.336"" 1
    0.0   mnote 61 51 ""0.0.336"" 1
    0.0   mnote 36 90 ""0.0.206"" 1
    0.042944786   mnote 10 102 ""0.0.589"" 15
    0.0   mnote 10 102 ""0.0.333"" 16
    0.0030674846   mnote 48 55 ""0.0.314"" 1
    0.2208589   mnote 84 111 ""0.0.230"" 2
    0.20552148   mnote 36 97 ""0.0.109"" 1
NOTE  60 1.0 beat105
    0.0   mnote 12 100 ""0.0.74"" 16
    0.036809817   mnote 84 106 ""0.0.168"" 2
    0.061349694   mnote 34 71 ""0.0.417"" 1
    0.055214726   mnote 0 102 ""0.0.589"" 15
    0.0   mnote 0 102 ""0.0.333"" 16
    0.23312883   mnote 82 108 ""0.0.231"" 2
    0.23312883   mnote 49 59 ""0.0.646"" 1
    0.0   mnote 58 59 ""0.0.646"" 1
    0.0   mnote 54 59 ""0.0.646"" 1
    0.0   mnote 63 59 ""0.0.646"" 1
NOTE  60 1.0 beat106
    0.0   mnote 12 100 ""0.0.74"" 16
    0.07668712   mnote 82 120 ""0.0.175"" 2
    0.04601227   mnote 56 56 ""0.0.448"" 1
    0.0   mnote 53 56 ""0.0.448"" 1
    0.0   mnote 51 56 ""0.0.448"" 1
    0.0   mnote 60 56 ""0.0.448"" 1
    0.0   mnote 34 74 ""0.0.448"" 1
    0.006134969   mnote 46 68 ""0.0.445"" 1
    0.024539877   mnote 3 101 ""0.0.589"" 15
    0.0   mnote 3 101 ""0.0.333"" 16
    0.303681   mnote 80 105 ""0.0.191"" 2
    0.5122699   mnote 58 92 ""0.0.124"" 2
NOTE  60 1.0 beat107
    0.0   mnote 12 100 ""0.0.74"" 16
    0.116564416   mnote 60 55 ""0.0.448"" 1
    0.0   mnote 56 55 ""0.0.448"" 1
    0.0   mnote 53 55 ""0.0.448"" 1
    0.0   mnote 49 55 ""0.0.448"" 1
    0.0   mnote 34 94 ""0.0.396"" 1
    0.021472393   mnote 46 55 ""0.0.437"" 1
    0.015337423   mnote 10 102 ""0.0.589"" 15
    0.0   mnote 10 102 ""0.0.333"" 16
    0.20245399   mnote 56 69 ""0.0.297"" 2
    0.6257669   mnote 55 83 ""0.0.100"" 2
NOTE  60 1.0 beat108
    0.0   mnote 12 100 ""0.0.74"" 16
    0.13190185   mnote 61 55 ""0.0.334"" 1
    0.0   mnote 58 55 ""0.0.334"" 1
    0.0   mnote 55 55 ""0.0.334"" 1
    0.0   mnote 63 55 ""0.0.334"" 1
    0.0   mnote 39 87 ""0.0.324"" 1
    0.015337423   mnote 51 55 ""0.0.327"" 1
    0.006134969   mnote 10 101 ""0.0.589"" 15
    0.0   mnote 10 101 ""0.0.333"" 16
    0.116564416   mnote 60 127 ""0.0.191"" 2
    0.5981595   mnote 60 127 ""0.0.169"" 2
NOTE  60 1.0 beat109
